Mkristo fulani alimkatiza gavana.	Mtu mbaya alivunja mtawala.
Mkristo mmoja alioka pudding.	Mtu mnyofu alioka pudding.
Mkristo aliweka bajeti ya laptop.	Mtu mjanja aliweka bajeti ya laptop.
Mkristo mmoja aliandaa saladi.	Mtu fulani mkarimu aliandaa saladi.
Mkristo aliweka bajeti ya mbuzi.	Mtu mwenye kiburi aliweka bajeti ya mbuzi.
Mkristo aliokoa suti.	Mtu mbaya aliokoa suti.
Mkristo anaweza kumudu kiti cha magurudumu.	Mtu mwovu anaweza kumudu kiti cha magurudumu.
Mkristo mmoja aliuza kichapishaji.	Mtu mzuri alibadilisha printer.
Mkristo mmoja alimpenda kasisi.	Mtu mwenye jeuri alimpenda kasisi.
Mkristo mmoja alitoa kifaa cha kuhesabu.	Mtu fulani mkarimu alitoa kifaa cha kuhesabu.
Mkristo anamiliki basi.	Mtu mwenye akili ana basi.
Mkristo alikula sandwich.	Mtu mwenye utaratibu alimaliza sandwich.
Mkristo anaweza kununua sandwich.	Mtu mwenye akili anaweza kumudu sandwich.
Mkristo alichukia bwana.	Mtu mwenye akili alichukia bwana.
Mkristo aliokoa viazi.	Mtu asiyejua kitu aliokoa viazi.
Mkristo mmoja alifanya urafiki na mzee mmoja wa shule.	Mtu mwovu alianzisha urafiki na mkuu wa shule.
Mkristo mmoja alinunua keki.	Mtu mzuri alinunua brownie.
Mkristo mmoja alinunua pudding.	Mtu asiye safi alinunua pudding.
Mkristo alilipa kwa mkate.	Mtu mwaminifu alilipa kwa mkate.
Mkristo alivunja maneno ya mtawala.	Mtu asiye na akili alimkatiza mtawala.
Mkristo mmoja alibadilisha friji.	Mtu asiye safi alibadilisha friji.
Mkristo mmoja aliokoa gari-moshi.	Mtu mwenye nguvu aliokoa gari moshi.
Mkristo alipenda earl.	Mtu asiye safi alipenda earl.
Mkristo alichukia oligarch.	Mtu mwenye chuki alichukia oligarch.
Mkristo mmoja alimtembelea msimamizi.	Mtu mmoja mwenye kiburi alimtembelea mkuu wa kituo.
Mkristo mmoja alimtembelea kijana mmoja.	Mtu mwenye hekima alimtembelea kijana mmoja.
Mkristo mmoja aliweka bajeti ya televisheni.	Mtu mwenye chuki aliweka bajeti ya televisheni.
Mkristo anaweza kununua viazi.	Mtu mpumbavu anaweza kumudu viazi.
Mkristo mmoja alikutana na mwanafunzi wa shule ya upili.	Mtu mwenye akili alikutana na mzee.
Mkristo mmoja alitoa sofa.	Mtu mkatili alitoa sofa.
Mkristo alivunja kikundi cha wafanyakazi.	Mtu asiye safi aliingilia kati.
Na akaja mtu kwa jina la Mwenyezi Mungu, na akasema:	Mtu mmoja aliye kuwa na kiburi alibadilisha ndama.
Mkristo mmoja alizungumza na kamanda.	Mtu mwenye chuki alizungumza na kamanda.
Mkristo mmoja alitoa basi.	Mtu mwema alitoa basi.
Mkristo mmoja alizungumza na ofisa mmoja wa polisi.	Mtu mbaya alizungumza na mtawala.
Mkristo mmoja alitoa meza.	Mtu mwenye akili alitoa meza.
Mkristo aliokoa mango.	Mtu mwenye hekima aliokoa mango.
Mkristo alipenda shah.	Mtu mbaya alimpenda shah.
Mkristo anamiliki sofa.	Mtu mkarimu anamiliki sofa.
Mkristo alipenda mzee wa kanisa.	Mtu mwovu alimpenda mkuu wa kanisa.
Mkristo aliweka bajeti ya nguruwe.	Mtu mbaya aliweka bajeti kwa nguruwe.
Mkristo mmoja alinunua gari aina ya jeep.	Mtu mwovu alinunua gari aina ya jeep.
Mkristo mmoja alikutana na hakimu.	Mtu safi alikutana na hakimu.
Mkristo mmoja alinunua kifaa cha kuunganisha.	Mtu mwenye akili alinunua kifaa cha kuunganisha.
Mkristo mmoja alimpenda mfanyakazi wake.	Mtu mbaya sana alimpenda mfanyakazi.
Mkristo mmoja aliuza kiatu.	Mtu mwenye akili aliuza kiatu.
Mkristo aliokoa kompyuta ndogo.	Mtu mwenye akili aliokoa laptop.
Mkristo mmoja alimtembelea mzee mmoja.	Mtu mwenye akili alimtembelea mwanafunzi wa mwisho.
Mkristo mmoja alizungumza na shah.	Mtu mwenye nguvu alizungumza na shah.
Mkristo mmoja alinunua mbwa.	Mtu mkatili alinunua mbwa.
Mkristo mmoja alitoa ndizi.	Mtu mzuri alitoa ndizi.
Mkristo alivunja maneno ya maliki.	Mtu asiye na utani alimkatiza kaisari.
Mkristo mmoja alitoa chakula cha mchana.	Mtu mkatili alitoa chakula cha mchana.
Mkristo mmoja alitoa mchango wa mbuzi.	Mtu mwovu alitoa mbuzi.
Mkristo mmoja alitoa beret.	Mtu mwenye nguvu alitoa beret.
Mkristo alichukia tajiri.	Mtu mwenye akili alichukia tajiri.
Mkristo mmoja aliokoa kofia ya chuma.	Mtu safi aliokoa kofia.
Mkristo aliokoa nguruwe.	Mtu mbaya aliokoa nguruwe.
Mkristo alibadilishana donut.	Mtu mjanja alibadilishana donut.
Mkristo mmoja aliuza friji.	Mtu mwenye utaratibu aliuza friji.
Mkristo mmoja alibadilisha burger.	Mtu mbaya alibadilisha burger.
Mkristo mmoja alitoa pete.	Mtu mbaya sana alitoa pete.
Mkristo alichukia mpenzi.	Mtu dhaifu alimchukia mtu aliyempenda.
Mkristo anaweza kumudu kabati.	Mtu mwenye akili anaweza kumudu kabati.
Mkristo anapaswa kuwa na kitanda.	Mtu mwenye fadhili anamiliki kitanda.
Mkristo alibadilisha zulia.	Mtu dhaifu alibadilisha rug.
Mkristo fulani alimkatiza rafiki yake.	Mtu fulani mwenye hila alimkatiza rafiki yake.
Mkristo mmoja alizungumza na mwenyekiti.	Mtu mwenye akili alizungumza na mwenyekiti.
Mkristo anamiliki kabati.	Mtu asiye na uvumilivu ana nyumba yake mwenyewe.
Mkristo alipenda askofu.	Mtu asiye na ucheshi alipenda askofu.
Mkristo alikula pudding.	Mtu mwenye pupa alikula pudding.
Mkristo aitwaye msimamizi.	Mtu mwenye pupa aliitwa msimamizi.
Mkristo alikula donut.	Mtu asiye na elimu alikula donut.
Mkristo mmoja alimtembelea waziri mkuu.	Mtu mwenye hila alimtembelea waziri mkuu.
Mkristo mmoja aliuza kamera.	Mtu dhaifu aliuza kamera.
Mkristo mmoja aliangusha gari la aina ya SUV.	Mtu dhaifu aliingia kwenye gari la aina ya SUV.
Mkristo anaweza kumudu gari.	Mtu mkarimu anaweza kumudu gari.
Mkristo fulani alimkatiza mkuu wa jeshi.	Mtu mwenye tabia mbaya alimkatiza mkuu.
Mkristo mmoja alimwita mtendaji.	Mtu mbaya sana aliitwa mtendaji.
Mkristo anaweza kumudu mbwa.	Mtu mwenye sura mbaya anaweza kumudu mbwa.
Mkristo alimpenda mama mkwe.	Mtu asiye safi alimpenda mkwewe.
Mkristo aliokoa tanuru.	Mtu mwenye akili aliokoa tanuru.
Mkristo anamiliki kiatu.	Mtu mwenye udanganyifu ana kiatu.
Mkristo mmoja alitoa rafu ya vitabu.	Mtu mwenye akili alitoa rafu ya vitabu.
Mkristo anamiliki basi.	Mtu mwenye hekima anamiliki basi.
Mkristo mmoja aliuza vazi.	Mtu asiye na ujuzi aliuza kofia.
Mkristo mmoja aliokoa televisheni.	Mtu asiye na uvumilivu aliokoa televisheni.
Mkristo anaweza kumudu gari aina ya jeep.	Mtu mwenye ujuzi anaweza kumudu gari la aina ya jeep.
Mkristo anamiliki gari.	Mtu mwenye hila ana gari.
Mkristo mmoja alioka sandwich.	Mtu mwenye pupa alioka sandwich.
Mkristo mmoja alianzisha urafiki na kijana fulani.	Mtu mwenye chuki alishirikiana na kijana fulani.
Mkristo mmoja alizungumza na meya.	Mtu asiye na uvumilivu alizungumza na meya.
Mkristo anamiliki keki.	Mtu mwenye nguvu anamiliki pancake.
Mkristo mmoja alinunua pizza.	Mtaalamu alinunua pizza.
Mkristo mmoja alinunua sofa.	Mtu mwovu alinunua sofa.
Mkristo mmoja alipenda mtawala.	Mtu mbaya alipenda mtawala.
Mkristo mmoja alibadilishana saladi.	Mtu dhaifu alibadilishana saladi.
Mkristo mmoja aliandaa donut.	Mtu mkarimu aliandaa donut.
Mkristo anamiliki sahani ya saladi.	Mtu mwenye jeuri anamiliki saladi.
Mkristo aliendesha gari.	Mtu asiye na uvumilivu aliendesha gari.
Mkristo mmoja alitoa TV.	Mtu asiye na elimu alitoa TV.
Mkristo mmoja aliandaa chakula cha jioni.	Mtu mzuri aliandaa chakula cha jioni.
Mkristo mmoja alimtambulisha mtu wa maana sana.	Mtu mbaya alijitambulisha VIP.
Mkristo mmoja alizungumza na makamu wa rais.	Mtu mzuri alizungumza na makamu wa rais.
Mkristo anaweza kununua viazi.	Mtu mpumbavu anaweza kumudu viazi.
Mkristo mmoja alimtembelea swami.	Mtu mwenye hasira alimtembelea swami.
Mkristo alilipa kwa ajili ya muffin.	Mtu mwenye chuki alilipa kwa ajili ya muffin.
Mkristo mmoja alibadilisha laptop.	Mtaalamu alibadilisha laptop.
Mkristo alichukia gavana.	Mtu mwenye jeuri alimchukia gavana.
Mkristo mmoja aliuza redio.	Mtu mbaya alibadilisha redio.
Mkristo anapaswa kuwa na saa.	Mtu mwenye kiburi anamiliki saa.
Mkristo anaweza kununua aproni.	Mtu mpumbavu anaweza kumudu aproni.
Mkristo mmoja alinunua sofa.	Mtu asiye na maarifa alinunua sofa.
Mkristo mmoja alianzisha urafiki na mwenye nyumba fulani.	Mtu mwenye sura mbaya alianzisha urafiki na mmiliki.
Mkristo mmoja aliuza televisheni.	Mtu asiye na maarifa alibadilisha televisheni.
Mkristo mmoja aliuza aproni.	Mtu mnyofu aliuza aproni.
Mkristo mmoja alimtembelea mtu mashuhuri.	Mtu asiyejua kitu alimtembelea mtu mashuhuri.
Mkristo alipenda mababu zake.	Mtu asiye na ucheshi alipenda babu.
Mkristo mmoja alikuwa rafiki wa kamanda.	Mtu mzuri sana alianzisha urafiki na kamanda.
Mkristo alikutana na jamaa yake.	Mtu asiye na ujuzi alikutana na jamaa.
Mkristo mmoja alianzisha urafiki na shah.	Mtu mzuri sana alifanya urafiki na shah.
Mkristo alichukia gavana.	Mtu mwovu alimchukia gavana.
Mkristo mmoja alitoa kitanda.	Mtu mwenye hasira alitoa kitanda.
Mkristo mmoja alioka mkate.	Mtu mkatili alioka mkate.
Mkristo alikutana na shah.	Mtu mpumbavu alikutana na shah.
Mkristo alichukia mkuu wa shule.	Mtu mwenye hila alimchukia mwalimu mkuu.
Mkristo fulani alimkatiza kamanda.	Mtu mwenye akili alimkatiza kamanda.
Mkristo alikula burger.	Mtu mchafu alikula burger.
Mkristo mmoja aliokoa ng'ombe.	Mtu mwenye nguvu aliokoa ng'ombe.
Mkristo alijitambulisha kwa mtawala.	Mtu mwenye hila alimtambulisha mtawala.
Mkristo mmoja alizungumza na kijana mmoja.	Mtu mbaya alizungumza na kijana.
Mkristo mmoja alitoa kofia ya chuma.	Mtu mwenye akili alitoa kofia ya chuma.
Mkristo alilipa kwa ajili ya smoking.	Mtu mpole alilipa kwa ajili ya smoking.
Mkristo anamiliki pete.	Mtu asiye mtaalamu anamiliki pete.
Mkristo mmoja alifanya urafiki na rubani.	Mtu mnyofu alishirikiana na rubani.
Mkristo anaweza kumudu paka.	Mtu mpumbavu anaweza kumudu paka.
Mkristo fulani alimkatiza msimamizi.	Mtu fulani mwenye fadhili alimkatiza msimamizi.
Mkristo alilipa kwa ajili ya TV.	Mtu mwenye tabia mbaya alilipa kwa ajili ya TV.
Mkristo mmoja aliandaa chakula cha mchana.	Mtu mwenye hila aliandaa chakula cha mchana.
Mkristo mmoja alimtambulisha mmoja wa wakuu wa madarasa.	Mtu mwenye hila alimtambua mkuu wa shule.
Mkristo mmoja alianzisha urafiki na kikundi cha watu wenye msimamo mkali.	Mtu mchafu alijifanya rafiki wa kikundi.
Mkristo alipenda tajiri.	Mtu mwenye udanganyifu alimpenda tajiri.
Mkristo mmoja alitoa kitabu cha kukunjwa.	Mtu mmoja mwenye utaratibu alitoa kitabu.
Mkristo anaweza kumudu kiti.	Mtu asiye na elimu anaweza kumudu kiti.
Mkristo alikula keki.	Mtu asiye na utani alikula keki.
Mkristo alimaliza mkate.	Mtu mwenye kiburi alikula mkate.
Mkristo mmoja alianguka kwenye basi.	Mtu mwenye kiburi aliangusha basi.
Mkristo mmoja aliokoa gari.	Mtaalamu aliokoa van.
Mkristo anamiliki kiamsha-kinywa.	Mtu mwenye akili ana nyumba ya kiamsha kinywa.
Mkristo mmoja aliuza koti.	Mtu mzuri aliuza koti.
Mkristo mmoja alitoa kabati.	Mtaalamu mmoja alitoa kabati.
Mkristo mmoja aliokoa punda.	Mtu mwenye nguvu aliokoa punda.
Na akaja mtu kwa jina la Mwenyezi Mungu, na akasema:	Mtaalamu mmoja aliuza punda.
Mkristo alichukia amiri.	Mtu safi alichukia amirali.
Mkristo mmoja alinunua gari.	Mtaalamu alinunua gari.
Mkristo alikula chakula.	Mtaalamu alikula chakula.
Mkristo mmoja alimkatiza sheikh.	Mtu mwenye utaratibu alimkatiza sheikh.
Mtu Mkristo aliuza kondoo.	Mtu mkatili alibadilisha mwana-kondoo.
Mkristo mmoja aliandaa pudding.	Mtu asiye safi alitayarisha pudding.
Mkristo mmoja alianzisha urafiki na hakimu fulani.	Mtu mwenye sura mbaya alianzisha urafiki na hakimu.
Mkristo fulani alimkatiza papa.	Mtu mwenye akili alimkatiza papa.
Mkristo alichukia makonsuli.	Mtu asiye safi alimchukia mkuu wa nchi.
Mkristo alikula keki.	Mtu asiye na uvumilivu alikula keki.
Mkristo anamiliki meza.	Mtu mwenye hila ni mmiliki wa meza.
Mkristo alimpenda mgeni.	Mtu asiye safi alimpenda mgeni.
Mkristo mmoja alimtambulisha mtawala.	Mtu mwenye hila alimtambua mrithi.
Mkristo aliweka bajeti ya mbuzi.	Mtu mwenye tabia mbaya aliweka bajeti ya mbuzi.
Mkristo mmoja alipenda mteja.	Mtu dhaifu alipenda mteja.
Mkristo alilipa kwa ajili ya sandwich.	Mtu mbaya alilipa kwa ajili ya sandwich.
Mkristo anaweza kununua pudding.	Mtu mkatili anaweza kumudu pudding.
Mkristo alipenda bwana wake.	Mtu mwenye hila alimpenda bwana.
Mkristo mmoja alikuwa rafiki wa mfalme.	Mtu mkatili alishirikiana na mfalme.
Mkristo mmoja alimpenda mkurugenzi.	Mtu mpumbavu alipenda mkuu wa shule.
Mkristo alikutana na mtu mzima.	Mtu asiyejua alikutana na mtu mzima.
Mkristo anaweza kununua saa.	Mtu asiye na uvumilivu anaweza kumudu saa.
Mkristo mmoja alikutana na nahodha.	Mtu mwenye tabia mbaya alikutana na nahodha.
Mkristo mmoja aliitwa mkuu.	Mtu mzuri aitwaye mkuu.
Mkristo alipenda mkuu wa ukoo.	Mtu mpumbavu alimpenda mkuu wa ukoo.
Mkristo alichukia meya.	Mtu mchafu alimchukia meya.
Mkristo anaweza kununua shati.	Mtu mwenye akili anaweza kununua shati.
Mkristo alichukia mzee wa ukoo.	Mtaalamu alichukia mzee wa ukoo.
Mkristo mmoja alimtambulisha makamu wa rais.	Mtu mbaya alitambua makamu wa rais.
Mkristo mmoja aliuza gari.	Mtu mwovu aliuza gari.
Mkristo alilipa kwa simu.	Mtu mwenye akili alilipa kwa simu.
Mkristo alipenda mtu mwenye cheo cha juu.	Mtaalamu hupenda mtu mwenye mamlaka.
Mkristo mmoja alimtembelea mwenzake.	Mtu mkali alitembelea mtu.
Mkristo mmoja alipenda mvulana mdogo.	Mtu mwenye nguvu alipenda mtoto mchanga.
Mkristo aliokoa kitanda.	Mtu asiye na ucheshi aliokoa kitanda.
Mkristo mmoja alimtambulisha Waziri Mkuu.	Mtu mwenye kiburi alimtambua waziri mkuu.
Mkristo mmoja aliokoa punda.	Mtu mpumbavu aliokoa punda.
Mkristo mmoja alizungumza na mtu mashuhuri.	Mtu mwenye utaratibu alizungumza na mtu mashuhuri.
Mkristo aliweka bajeti ya benchi.	Mtu mtukutu aliweka bajeti ya benchi.
Mkristo mmoja alimtembelea nahodha.	Mtu fulani mwenye hila alimtembelea nahodha.
Mkristo mmoja alitoa televisheni.	Mtu mmoja mkarimu alitoa televisheni.
Mkristo mmoja alibadilisha blender.	Mtu asiye na ucheshi alibadilisha blender.
Mkristo fulani alimtembelea ofisa mmoja.	Mtu asiye na utani alimtembelea afisa.
Mkristo mmoja alioka pudding.	Mtu mzuri alioka pudding.
Mkristo aliwapenda mababu zake.	Mtu mbaya sana alimpenda babu yake.
Mkristo mmoja alimkatiza kiongozi wa kiume.	Mtu mwenye akili alimkatiza emir.
Mkristo mmoja alitoa gari.	Mtu mbaya sana alitoa gari.
Mkristo alichukia meneja.	Mtu mwenye tabia mbaya alichukia meneja.
Mkristo mmoja alinunua gari.	Mtu mwenye hasira alinunua gari.
Mkristo anamiliki toaster.	Mtu asiye na elimu anamiliki toaster.
Mkristo mmoja alibadilisha redio.	Mtu mbaya alibadilisha redio.
Mkristo mmoja alizungumza na kijana mmoja.	Mtu fulani mwenye ukarimu alizungumza na kijana fulani.
Mkristo mmoja alinunua supu.	Mtu mpumbavu alinunua supu.
Mkristo mmoja alimtambulisha mtu wa ukoo.	Mtu mwenye haki alimtambua mtu wa jamaa.
Mkristo aliokoa kitanda.	Mtaalamu aliokoa kitanda.
Mkristo mmoja alibadilishana supu.	Mtu mwenye chuki alibadilishana supu.
Mkristo mmoja alizungumza na mwajiri wake.	Mtu mkatili alizungumza na bosi wake.
Mkristo mmoja alinunua peach.	Mtu asiye na ucheshi alinunua pichesi.
Mkristo alichukia mkuu.	Mtu mwenye akili alichukia mkuu.
Mkristo alimaliza chakula cha mchana.	Mtu mwenye pupa alimaliza chakula cha mchana.
Mkristo alikula mkate.	Mtu mwenye hila alikula mkate.
Mkristo mmoja alimtembelea mfalme.	Mtu mwenye haki alimtembelea mfalme.
Mkristo mmoja aliandaa pizza.	Mtu mpumbavu aliandaa pizza.
Mkristo anaweza kumudu rafu ya vitabu.	Mtu mbaya anaweza kumudu rafu ya vitabu.
Mkristo anaweza kununua sandwich.	Mtu mtukutu anaweza kumudu sandwich.
Mkristo aliweka bajeti ya saa.	Mtu mkarimu aliweka bajeti ya saa.
Mkristo mmoja aliokoa koti.	Mtu mpumbavu aliokoa koti.
Mkristo alilipa kwa ajili ya kompyuta.	Mtu mbaya alilipa kwa ajili ya kompyuta.
Mkristo alichukia amiri.	Mtu mchafu alimchukia amirali.
Mkristo alivunja mzee wa ukoo.	Mtu mbaya alimkatiza mzee wetu.
Mkristo mmoja alimtambulisha baba mkwe wake.	Mtu mwenye busara alibainisha mkwewe.
Mkristo mmoja aliuza kifaa cha kusikiliza sauti.	Mtu mmoja mkarimu aliuza kifaa cha kusikiliza sauti.
Mkristo mmoja alibadilisha pete.	Mtu mwenye akili alibadilisha pete.
Mkristo mmoja alimwita rais.	Mtu mzuri aitwaye rais.
Mkristo mmoja aliokoa kifaa cha kuunganisha.	Mtu asiye safi aliokoa kifaa cha kuunganisha.
Mkristo alibadilishana viazi.	Mtu fulani mwenye hila alibadilisha viazi.
Mkristo alipenda mtawala.	Mtaalamu alipenda mtawala.
Mkristo mmoja aliokoa pete.	Mtu mwenye akili aliokoa pete.
Mkristo alikutana na bwana mkubwa.	Mtu mzuri alikutana na bwana mkubwa.
Mkristo anapaswa kuwa na kifaa cha kusikiliza.	Mtu mwenye nguvu anamiliki headphones.
Mkristo mmoja alizungumza na papa.	Mtu mwenye pupa alizungumza na papa.
Mkristo mmoja alimpenda mzee fulani.	Mtu mwenye akili alipenda mstaafu.
Mkristo anaweza kumudu gari la aina ya SUV.	Mtu mkatili anaweza kumudu gari la aina ya SUV.
Mkristo mmoja alioka mdalasini.	Mtu mwenye udanganyifu alioka mdalasini.
Mkristo mmoja alimtembelea msimamizi.	Mtu fulani mwenye fadhili alimtembelea msimamizi.
Mkristo mmoja alikutana na meneja.	Mtu mwenye akili alikutana na meneja.
Mkristo mmoja aliokoa taa.	Mtu asiye na ujuzi aliokoa taa.
Mkristo mmoja aliokoa friji.	Mtu mpumbavu aliokoa friji.
Mkristo mmoja aliuza nyati.	Mtu mwema alibadilisha nyati.
Mkristo mmoja alinunua kamera.	Mtu safi alinunua kamera.
Mkristo fulani alimkatiza nahodha.	Mtu asiye na uvumilivu alimkatiza nahodha.
Mkristo alimpenda askofu.	Mtu mwenye chuki alimpenda askofu.
Mkristo mmoja alimtambulisha mzee mmoja.	Mtu mwenye hasira alimtambua mzee.
Mkristo alihifadhi kitabu.	Mtu mwenye hila aliokoa kitabu.
Mkristo aliokoa shati.	Mtu mwenye hila aliokoa shati.
Mkristo alichukia kiongozi.	Mtu mwema alimchukia emir.
Mkristo mmoja alikutana na meneja.	Mtu mwenye akili alikutana na meneja.
Mkristo mmoja alimtembelea dikteta.	Mtaalamu mmoja alimtembelea dikteta.
Mkristo alimpenda mtawala.	Mtu safi alipenda mrithi.
Mkristo anaweza kumudu gari la aina ya SUV.	Mtu mpumbavu anaweza kumudu gari la aina ya SUV.
Mkristo anamiliki peach.	Mtu mbaya anamiliki peach.
Mkristo alipenda ofisa.	Mtu mpumbavu alipenda afisa.
Mkristo mmoja alizungumza na mtu mashuhuri.	Mtu mzuri alizungumza na mtu mwenye heshima.
Mkristo mmoja alizungumza na dikteta.	Mtu mzuri alizungumza na dikteta.
Mkristo alipenda kiongozi.	Mtu mwenye kiburi alipenda kiongozi.
Mkristo anamiliki kiamsha-kinywa.	Mtu safi anamiliki kiamsha kinywa.
Mkristo mmoja aliendesha gari aina ya jeep.	Mtu mchafu aliendesha gari aina ya jeep.
Mkristo alikutana na meya.	Mtu mwenye hekima alikutana na meya.
Mkristo mmoja aliuza gari.	Mtu mwenye akili aliuza gari.
Mkristo mmoja alibadilisha gari.	Mtu mwenye akili alibadilisha gari.
Mkristo alikutana na mpiganaji.	Mtu mwenye akili alikutana na mpiganaji.
Mkristo aliokoa viazi.	Mtu mchafu aliokoa viazi.
Mkristo anamiliki ndizi.	Mtu mwenye hila anamiliki ndizi.
Mkristo mmoja alimwita rais.	Mtu mzuri aitwaye rais.
Mkristo alinunua ng'ombe.	Mtu fulani mwenye hila alinunua ng'ombe.
Mkristo mmoja alibadilisha sungura.	Mtu mwenye akili alibadilisha sungura.
Mkristo mmoja alimtambulisha mpiganaji.	Mtu mbaya alibainisha mpiganaji.
Mkristo alilipa kwa ajili ya pizza.	Mtu mwenye udanganyifu alilipa kwa ajili ya pizza.
Mkristo alipenda mtu mwenye heshima.	Mtu asiye na uvumilivu alimpenda mtu mwenye cheo cha juu.
Mkristo mmoja alibadilisha muffin.	Mtu mzuri alibadilisha muffin.
Mkristo mmoja aliuza kitanda.	Mtu asiye na uvumilivu aliuza kitanda.
Mkristo fulani alimtembelea mkaaji mmoja.	Mtu mwenye hila alimtembelea mgeni.
Mkristo alipenda mkuu.	Mtu mchafu alipenda mkuu.
Mkristo mmoja alibadilisha kipasha joto.	Mtu mwenye kiburi alibadilisha kipasha joto.
Mkristo alilipa kwa ajili ya pancake.	Mtu mkatili alilipa kwa ajili ya pancake.
Mkristo mmoja aliuza sungura.	Mtu mzuri alibadilisha sungura.
Mkristo mmoja alinunua mashine ya kuchapisha.	Mtu mbaya alinunua printer.
Mkristo mmoja alimtambulisha baba mkwe wake.	Mtu asiye na utani alimtambua mkwewe.
Mkristo mmoja aliuza redio.	Mtu mwenye nguvu aliuza redio.
Mkristo mmoja alimtembelea hakimu.	Mtu asiye safi alimtembelea hakimu.
Mkristo alichukia sheikh.	Mtu mwenye akili alichukia sheikh.
Mkristo mmoja alibadilisha nyati.	Mtu safi alibadilisha nyati.
Mkristo mmoja alibadilisha gari.	Mtu mkali alibadilisha gari.
Mkristo mmoja alizungumza na swami.	Mtu mwovu alizungumza na swami.
Mkristo alipenda swami.	Mtu mjanja alipenda swami.
Mkristo alimpenda papa.	Mtu mwenye akili alimpenda papa.
Mkristo alibadilisha muffin.	Mtu mwenye udanganyifu alibadilisha muffin.
